assigned_resource,created_at,display_detail_zh,display_name_zh,eligible_resources,estimated_duration,failure_reason,finished_at,motion_constraints,nest_id,order_id,payload,predecessors,priority,ready_at,recovery_for,required_tool,required_zones,reservation_id,retry_count,retry_limit,route_phase,sequence_index,started_at,station_capabilities,station_id,status,status_zh,successors,task_id,task_type,tray_id,unit_id
ARM2,0.0,工件1 · 共10条钎料路径,涂覆钎料,"[""ARM2""]",24.0,,124.49999999999507,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""tool_z_vertical_tolerance_deg"": 0.1}",NEST_A,ORDER_001,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path"", ""slot_05_left_brazing_path"", ""slot_05_right_brazing_path""], ""material_speed_m_s"": 0.1, ""nozzle_tip_height_m"": 0.0015, ""nozzle_spacing_m"": 0.005}","[""ORDER_001_SWAP_01_VERIFY""]",5,100.44999999999644,,brazing_dispenser,"[""ZONE_TABLE2_PROCESS""]",RES-000010-MOTION-ORDER_001_U01_DISPENSE,0,2,BASE_READY,4,100.44999999999644,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_001_U01_INSPECT_BRAZING""]",ORDER_001_U01_DISPENSE,DISPENSE_BRAZING,tray_01,ORDER_001_UNIT_01
EMPTY_TRAY_INDEXER,0.0,工件2,空托盘补位,"[""EMPTY_TRAY_INDEXER""]",2.0,,102.49999999999632,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_SWAP_01_VERIFY""]",5,100.44999999999644,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,55,100.44999999999644,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_REMOVE_PRESS""]",ORDER_001_U02_INDEX_TRAY,INDEX_EMPTY_TRAY,tray_02,ORDER_001_UNIT_02
MATERIAL_INDEXER,0.0,工件2,索引订单物料盒,"[""MATERIAL_INDEXER""]",1.5,,101.99999999999635,{},,ORDER_001,"{""product_id"": ""PRODUCT_A""}","[""ORDER_001_SWAP_01_VERIFY""]",5,100.44999999999644,,,"[""ZONE_MATERIAL_INDEXER""]",,0,0,,62,100.44999999999644,[],,SUCCEEDED,已完成,"[""ORDER_001_U02_PICK_BASE""]",ORDER_001_U02_INDEX_MATERIAL,INDEX_MATERIAL_KIT,tray_02,ORDER_001_UNIT_02
ARM2,0.0,工件1 · 共8条钎料路径,涂覆钎料,"[""ARM2""]",24.0,,622.4999999999816,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""tool_z_vertical_tolerance_deg"": 0.1}",NEST_A,ORDER_002,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path""], ""material_speed_m_s"": 0.1, ""nozzle_tip_height_m"": 0.0015, ""nozzle_spacing_m"": 0.005}","[""ORDER_002_SWAP_01_VERIFY""]",3,598.4500000000035,,brazing_dispenser,"[""ZONE_TABLE2_PROCESS""]",RES-000059-MOTION-ORDER_002_U01_DISPENSE,0,2,BASE_READY,4,598.4500000000035,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_002_U01_INSPECT_BRAZING""]",ORDER_002_U01_DISPENSE,DISPENSE_BRAZING,tray_01,ORDER_002_UNIT_01
EMPTY_TRAY_INDEXER,0.0,工件2,空托盘补位,"[""EMPTY_TRAY_INDEXER""]",2.0,,600.5000000000016,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_SWAP_01_VERIFY""]",3,598.4500000000035,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,72,598.4500000000035,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_REMOVE_PRESS""]",ORDER_002_U02_INDEX_TRAY,INDEX_EMPTY_TRAY,tray_02,ORDER_002_UNIT_02
MATERIAL_INDEXER,0.0,工件2,索引订单物料盒,"[""MATERIAL_INDEXER""]",1.5,,600.000000000002,{},,ORDER_002,"{""product_id"": ""PRODUCT_B""}","[""ORDER_002_SWAP_01_VERIFY""]",3,598.4500000000035,,,"[""ZONE_MATERIAL_INDEXER""]",,0,0,,79,598.4500000000035,[],,SUCCEEDED,已完成,"[""ORDER_002_U02_PICK_BASE""]",ORDER_002_U02_INDEX_MATERIAL,INDEX_MATERIAL_KIT,tray_02,ORDER_002_UNIT_02
ARM3,0.0,工件1 · 共14条钎料路径,检测钎料涂覆,"[""ARM3""]",10.0,,81.6999999999975,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_003,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path"", ""slot_05_left_brazing_path"", ""slot_05_right_brazing_path"", ""slot_06_left_brazing_path"", ""slot_06_right_brazing_path"", ""slot_07_left_brazing_path"", ""slot_07_right_brazing_path""]}","[""ORDER_003_U01_DISPENSE""]",10,71.64999999999807,,,"[""ZONE_TABLE2_PROCESS""]",RES-000007-MOTION-ORDER_003_U01_INSPECT_BRAZING,0,2,BASE_READY,5,71.64999999999807,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_003_SWAP_RETURN_FINAL""]",ORDER_003_U01_INSPECT_BRAZING,INSPECT_BRAZING,tray_01,ORDER_003_UNIT_01
ARM3,0.0,工件1 · 共10条钎料路径,检测钎料涂覆,"[""ARM3""]",10.0,,134.49999999999633,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_001,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path"", ""slot_05_left_brazing_path"", ""slot_05_right_brazing_path""]}","[""ORDER_001_U01_DISPENSE""]",5,124.49999999999507,,,"[""ZONE_TABLE2_PROCESS""]",RES-000012-MOTION-ORDER_001_U01_INSPECT_BRAZING,0,2,BASE_READY,5,124.49999999999507,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_001_SWAP_02""]",ORDER_001_U01_INSPECT_BRAZING,INSPECT_BRAZING,tray_01,ORDER_001_UNIT_01
CHANGEOVER_GANTRY,0.0,工件2,拆除旧压梁,"[""CHANGEOVER_GANTRY""]",2.5,,105.04999999999617,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_INDEX_TRAY""]",5,102.49999999999632,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,56,102.49999999999632,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_REMOVE_COMB""]",ORDER_001_U02_REMOVE_PRESS,REMOVE_OLD_PRESS,tray_02,ORDER_001_UNIT_02
ARM3,0.0,工件1 · 共8条钎料路径,检测钎料涂覆,"[""ARM3""]",10.0,,632.5499999999724,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_002,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path""]}","[""ORDER_002_U01_DISPENSE""]",3,622.4999999999816,,,"[""ZONE_TABLE2_PROCESS""]",RES-000061-MOTION-ORDER_002_U01_INSPECT_BRAZING,0,2,BASE_READY,5,622.4999999999816,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_002_SWAP_02""]",ORDER_002_U01_INSPECT_BRAZING,INSPECT_BRAZING,tray_01,ORDER_002_UNIT_01
CHANGEOVER_GANTRY,0.0,工件2,拆除旧压梁,"[""CHANGEOVER_GANTRY""]",2.5,,603.0499999999993,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_INDEX_TRAY""]",3,600.5000000000016,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,73,600.5000000000016,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_REMOVE_COMB""]",ORDER_002_U02_REMOVE_PRESS,REMOVE_OLD_PRESS,tray_02,ORDER_002_UNIT_02
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,双巢位转台换位,"[""TURNTABLE""]",2.0,,89.49999999999706,"{""s_curve"": true, ""rotation_deg"": 180.0, ""settle_s"": 0.3}",,ORDER_003,"{""planning_blockers"": [""ARM1尚未到达认证等待位""]}","[""ORDER_003_U01_INSPECT_BRAZING""]",10,81.6999999999975,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_TABLE2_PROCESS"", ""ZONE_TURNTABLE_SWEEP""]",,0,0,,38,87.44999999999717,"[""SYNCHRONOUS_NEST_SWAP""]",,SUCCEEDED,已完成,"[""ORDER_003_SWAP_RETURN_FINAL_VERIFY""]",ORDER_003_SWAP_RETURN_FINAL,ROTATE_TABLE2,,ORDER_003_TURNTABLE
CHANGEOVER_GANTRY,0.0,工件2,拆除旧梳齿,"[""CHANGEOVER_GANTRY""]",3.0,,108.099999999996,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_REMOVE_PRESS""]",5,105.04999999999617,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,57,105.04999999999617,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_REMOVE_MOLD""]",ORDER_001_U02_REMOVE_COMB,REMOVE_OLD_COMB,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件2,拆除旧梳齿,"[""CHANGEOVER_GANTRY""]",3.0,,606.0999999999965,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_REMOVE_PRESS""]",3,603.0499999999993,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,74,603.0499999999993,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_REMOVE_MOLD""]",ORDER_002_U02_REMOVE_COMB,REMOVE_OLD_COMB,tray_02,ORDER_002_UNIT_02
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,确认转台停稳对位,"[""TURNTABLE""]",0.3,,89.84999999999704,{},,ORDER_003,{},"[""ORDER_003_SWAP_RETURN_FINAL""]",10,89.49999999999706,,,"[""ZONE_TURNTABLE_SWEEP""]",,0,0,,39,89.49999999999706,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_FETCH_COMB""]",ORDER_003_SWAP_RETURN_FINAL_VERIFY,VERIFY_TURNTABLE,,ORDER_003_TURNTABLE
CHANGEOVER_GANTRY,0.0,工件2,拆除旧托盘模具,"[""CHANGEOVER_GANTRY""]",3.0,,111.14999999999583,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_REMOVE_COMB""]",5,108.099999999996,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,58,108.099999999996,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_FETCH_MOLD""]",ORDER_001_U02_REMOVE_MOLD,REMOVE_OLD_MOLD,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件2,拆除旧托盘模具,"[""CHANGEOVER_GANTRY""]",3.0,,609.1499999999937,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_REMOVE_COMB""]",3,606.0999999999965,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,75,606.0999999999965,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_FETCH_MOLD""]",ORDER_002_U02_REMOVE_MOLD,REMOVE_OLD_MOLD,tray_02,ORDER_002_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_15mm,龙门取出梳齿模块,"[""CHANGEOVER_GANTRY""]",2.5,,92.3999999999969,{},NEST_A,ORDER_003,"{""module_name"": ""comb_insert_15mm""}","[""ORDER_003_SWAP_RETURN_FINAL_VERIFY""]",10,89.84999999999704,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,40,89.84999999999704,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_COMB""]",ORDER_003_U01_FETCH_COMB,FETCH_COMB,tray_01,ORDER_003_UNIT_01
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_20mm,龙门取出目标模具,"[""CHANGEOVER_GANTRY""]",2.5,,113.69999999999568,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_REMOVE_MOLD""]",5,111.14999999999583,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,59,111.14999999999583,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_INSTALL_MOLD""]",ORDER_001_U02_FETCH_MOLD,FETCH_MOLD,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_30mm,龙门取出目标模具,"[""CHANGEOVER_GANTRY""]",2.5,,611.6999999999914,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_REMOVE_MOLD""]",3,609.1499999999937,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,76,609.1499999999937,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_INSTALL_MOLD""]",ORDER_002_U02_FETCH_MOLD,FETCH_MOLD,tray_02,ORDER_002_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_15mm,安装前后梳齿模块,"[""CHANGEOVER_GANTRY""]",3.0,,95.44999999999672,{},NEST_A,ORDER_003,"{""module_name"": ""comb_insert_15mm""}","[""ORDER_003_U01_FETCH_COMB""]",10,92.3999999999969,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,41,92.3999999999969,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_VERIFY_COMB""]",ORDER_003_U01_INSTALL_COMB,INSTALL_COMB,tray_01,ORDER_003_UNIT_01
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_20mm,安装低矮托盘模具,"[""CHANGEOVER_GANTRY""]",3.0,,116.74999999999551,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_FETCH_MOLD""]",5,113.69999999999568,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,60,113.69999999999568,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_VERIFY_MOLD""]",ORDER_001_U02_INSTALL_MOLD,INSTALL_MOLD,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_30mm,安装低矮托盘模具,"[""CHANGEOVER_GANTRY""]",3.0,,614.7499999999886,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_FETCH_MOLD""]",3,611.6999999999914,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,77,611.6999999999914,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_VERIFY_MOLD""]",ORDER_002_U02_INSTALL_MOLD,INSTALL_MOLD,tray_02,ORDER_002_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_15mm,验证梳齿模块锁定,"[""CHANGEOVER_GANTRY""]",0.5,,95.99999999999669,{},NEST_A,ORDER_003,"{""module_name"": ""comb_insert_15mm""}","[""ORDER_003_U01_INSTALL_COMB""]",10,95.44999999999672,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,42,95.44999999999672,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_CONFIGURE_COMB""]",ORDER_003_U01_VERIFY_COMB,VERIFY_COMB,tray_01,ORDER_003_UNIT_01
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_20mm,验证模具定位锁销,"[""CHANGEOVER_GANTRY""]",0.5,,117.29999999999548,{},NEST_B,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U02_INSTALL_MOLD""]",5,116.74999999999551,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,61,116.74999999999551,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_PICK_BASE""]",ORDER_001_U02_VERIFY_MOLD,VERIFY_MOLD,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件2 · comb_insert_30mm,验证模具定位锁销,"[""CHANGEOVER_GANTRY""]",0.5,,615.2999999999881,{},NEST_B,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U02_INSTALL_MOLD""]",3,614.7499999999886,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,CHANGEOVER,78,614.7499999999886,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_PICK_BASE""]",ORDER_002_U02_VERIFY_MOLD,VERIFY_MOLD,tray_02,ORDER_002_UNIT_02
FIXTURE,0.0,工件1 · 15毫米梳齿模块,安装梳齿夹具,"[""FIXTURE""]",2.0,,98.04999999999657,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_003,"{""comb_module_name"": ""comb_insert_15mm""}","[""ORDER_003_U01_VERIFY_COMB""]",10,95.99999999999669,,,"[""ZONE_TABLE2_ASSEMBLY""]",,0,0,MATERIAL_READY,6,95.99999999999669,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_01"", ""ORDER_003_U01_PICK_FIN_02"", ""ORDER_003_U01_PICK_FIN_03"", ""ORDER_003_U01_PICK_FIN_04"", ""ORDER_003_U01_PICK_FIN_05"", ""ORDER_003_U01_PICK_FIN_06"", ""ORDER_003_U01_PICK_FIN_07""]",ORDER_003_U01_CONFIGURE_COMB,CONFIGURE_COMB,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件2,吸取基板,"[""ARM1""]",12.0,,247.350000000022,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_B,ORDER_001,{},"[""ORDER_001_U02_VERIFY_MOLD"", ""ORDER_001_U02_INDEX_MATERIAL""]",5,117.29999999999548,,vacuum_gripper,"[""ZONE_TABLE1""]",RES-000026-MOTION-ORDER_001_U02_PICK_BASE,0,1,MOLD_READY,24,235.35000000001926,[],,SUCCEEDED,已完成,"[""ORDER_001_U02_PLACE_BASE""]",ORDER_001_U02_PICK_BASE,PICK_BASE_PLATE,tray_02,ORDER_001_UNIT_02
ARM1,0.0,工件2,吸取基板,"[""ARM1""]",12.0,,627.3499999999772,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_B,ORDER_002,{},"[""ORDER_002_U02_VERIFY_MOLD"", ""ORDER_002_U02_INDEX_MATERIAL""]",3,615.2999999999881,,vacuum_gripper,"[""ZONE_TABLE1""]",RES-000060-MOTION-ORDER_002_U02_PICK_BASE,0,1,MOLD_READY,22,615.2999999999881,[],,SUCCEEDED,已完成,"[""ORDER_002_U02_PLACE_BASE""]",ORDER_002_U02_PICK_BASE,PICK_BASE_PLATE,tray_02,ORDER_002_UNIT_02
ARM1,0.0,工件1 · 翅片1,夹取翅片,"[""ARM1""]",8.0,,108.149999999996,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.045, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL""]",10,98.04999999999657,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000009-MOTION-ORDER_003_U01_PICK_FIN_01,0,2,MATERIAL_READY,7,100.09999999999646,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_01""]",ORDER_003_U01_PICK_FIN_01,PICK_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件2,搬运并放置基板,"[""ARM1""]",12.0,,264.85000000002594,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_001,{},"[""ORDER_001_U02_PICK_BASE""]",5,247.350000000022,,vacuum_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000027-MOTION-ORDER_001_U02_PLACE_BASE,0,1,MOLD_READY,25,252.85000000002324,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U02_PREPARE_FIN_TOOL"", ""ORDER_001_SWAP_02""]",ORDER_001_U02_PLACE_BASE,PLACE_BASE_PLATE,tray_02,ORDER_001_UNIT_02
ARM1,0.0,工件2,搬运并放置基板,"[""ARM1""]",12.0,,639.3999999999662,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_002,{},"[""ORDER_002_U02_PICK_BASE""]",3,627.3499999999772,,vacuum_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000062-MOTION-ORDER_002_U02_PLACE_BASE,0,1,MOLD_READY,23,627.3499999999772,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U02_PREPARE_FIN_TOOL"", ""ORDER_002_SWAP_02""]",ORDER_002_U02_PLACE_BASE,PLACE_BASE_PLATE,tray_02,ORDER_002_UNIT_02
ARM1,0.0,工件1 · 翅片1,安装翅片,"[""ARM1""]",10.0,,127.3499999999949,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.045, 0.0315]}","[""ORDER_003_U01_PICK_FIN_01""]",10,108.149999999996,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000011-MOTION-ORDER_003_U01_INSTALL_FIN_01,0,2,MATERIAL_READY,8,117.29999999999548,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_02"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_01,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件2,切换翅片夹爪,"[""ARM1""]",8.0,,274.8500000000282,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_001,{},"[""ORDER_001_U02_PLACE_BASE""]",5,264.85000000002594,,parallel_gripper,"[""ZONE_TOOL_CHANGE""]",RES-000028-MOTION-ORDER_001_U02_PREPARE_FIN_TOOL,0,1,,26,266.8500000000264,[],,SUCCEEDED,已完成,"[""ORDER_001_U02_PICK_FIN_01"", ""ORDER_001_U02_PICK_FIN_02"", ""ORDER_001_U02_PICK_FIN_03"", ""ORDER_001_U02_PICK_FIN_04"", ""ORDER_001_U02_PICK_FIN_05""]",ORDER_001_U02_PREPARE_FIN_TOOL,PREPARE_FIN_TOOL,tray_02,ORDER_001_UNIT_02
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,双巢位转台换位,"[""TURNTABLE""]",2.0,,266.8500000000264,"{""s_curve"": true, ""rotation_deg"": 180.0, ""settle_s"": 0.3}",,ORDER_001,"{""assembly_tray"": ""tray_02"", ""process_tray"": ""tray_01""}","[""ORDER_001_U01_INSPECT_BRAZING"", ""ORDER_001_U02_PLACE_BASE""]",5,264.85000000002594,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_TABLE2_PROCESS"", ""ZONE_TURNTABLE_SWEEP""]",,0,0,,65,264.85000000002594,"[""SYNCHRONOUS_NEST_SWAP""]",,SUCCEEDED,已完成,"[""ORDER_001_SWAP_02_VERIFY""]",ORDER_001_SWAP_02,ROTATE_TABLE2,,ORDER_001_TURNTABLE
ARM1,0.0,工件2,切换翅片夹爪,"[""ARM1""]",8.0,,649.499999999957,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_002,{},"[""ORDER_002_U02_PLACE_BASE""]",3,639.3999999999662,,parallel_gripper,"[""ZONE_TOOL_CHANGE""]",RES-000063-MOTION-ORDER_002_U02_PREPARE_FIN_TOOL,0,1,,24,641.4499999999643,[],,SUCCEEDED,已完成,"[""ORDER_002_U02_PICK_FIN_01"", ""ORDER_002_U02_PICK_FIN_02"", ""ORDER_002_U02_PICK_FIN_03"", ""ORDER_002_U02_PICK_FIN_04""]",ORDER_002_U02_PREPARE_FIN_TOOL,PREPARE_FIN_TOOL,tray_02,ORDER_002_UNIT_02
